CODEISIN;CATV;31/12/2019;02/01/2020;03/01/2020;06/01/2020;07/01/2020;08/01/2020;09/01/2020;10/01/2020;13/01/2020;14/01/2020;15/01/2020;16/01/2020;17/01/2020;20/01/2020;21/01/2020;22/01/2020;23/01/2020;24/01/2020;27/01/2020;28/01/2020;29/01/2020;30/01/2020;31/01/2020;03/02/2020;04/02/2020;05/02/2020;06/02/2020;07/02/2020;10/02/2020;11/02/2020;12/02/2020;13/02/2020;14/02/2020;17/02/2020;18/02/2020;19/02/2020;20/02/2020;21/02/2020;24/02/2020;25/02/2020;26/02/2020;27/02/2020;28/02/2020;02/03/2020;03/03/2020;04/03/2020;05/03/2020;06/03/2020;09/03/2020;10/03/2020;11/03/2020;12/03/2020;13/03/2020;16/03/2020;17/03/2020;18/03/2020;19/03/2020;20/03/2020;23/03/2020;24/03/2020;25/03/2020;26/03/2020;27/03/2020;30/03/2020;31/03/2020;01/04/2020;02/04/2020;03/04/2020;06/04/2020;07/04/2020;08/04/2020;09/04/2020;14/04/2020;15/04/2020;16/04/2020;17/04/2020;20/04/2020;21/04/2020;22/04/2020;23/04/2020;24/04/2020;27/04/2020;28/04/2020;29/04/2020;30/04/2020;04/05/2020;05/05/2020;06/05/2020;07/05/2020;11/05/2020;12/05/2020;13/05/2020;14/05/2020;15/05/2020;18/05/2020;19/05/2020;20/05/2020;22/05/2020;25/05/2020;26/05/2020;27/05/2020;28/05/2020;29/05/2020;02/06/2020;03/06/2020;04/06/2020;05/06/2020;08/06/2020;09/06/2020;10/06/2020;11/06/2020;12/06/2020;15/06/2020;16/06/2020;17/06/2020;18/06/2020;19/06/2020;22/06/2020;23/06/2020;24/06/2020;25/06/2020;26/06/2020;29/06/2020;30/06/2020;01/07/2020;02/07/2020;03/07/2020;06/07/2020;07/07/2020;08/07/2020;09/07/2020;10/07/2020;13/07/2020;15/07/2020;16/07/2020;17/07/2020;20/07/2020;21/07/2020;22/07/2020;23/07/2020;24/07/2020;27/07/2020;28/07/2020;29/07/2020;30/07/2020;31/07/2020;03/08/2020;04/08/2020;05/08/2020;06/08/2020;07/08/2020;10/08/2020;11/08/2020;12/08/2020;13/08/2020;14/08/2020;17/08/2020;18/08/2020;19/08/2020;20/08/2020;21/08/2020;24/08/2020;25/08/2020;26/08/2020;27/08/2020;28/08/2020;31/08/2020;01/09/2020;02/09/2020;03/09/2020;04/09/2020;07/09/2020;08/09/2020;09/09/2020;10/09/2020;11/09/2020;14/09/2020;15/09/2020;16/09/2020;17/09/2020;18/09/2020;21/09/2020;22/09/2020;23/09/2020;24/09/2020;25/09/2020;28/09/2020;29/09/2020;30/09/2020;SOMME;;
FR0013260486;VMOB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1,73E-08;1,73E-08;1,73E-08;5,23E-08;2,06E-08;1,78E-08;1,95E-08;1,96E-08;6,01E-08;2,01E-08;2,01E-08;0,00000002;2,01E-08;5,93E-08;2,72E-08;1,88E-08;2,24E-08;1,123E-07;2,24E-08;2,26E-08;2,27E-08;6,83E-08;2,28E-08;2,28E-08;2,31E-08;2,32E-08;6,92E-08;2,32E-08;2,34E-08;2,35E-08;9,51E-08;2,39E-08;2,38E-08;2,39E-08;9,57E-08;0,000000024;0,000000024;2,41E-08;2,42E-08;7,28E-08;2,44E-08;2,44E-08;0,000000049;0,000000074;2,47E-08;0,000000025;2,52E-08;2,53E-08;1,013E-07;2,54E-08;2,54E-08;2,58E-08;7,61E-08;2,54E-08;2,55E-08;2,59E-08;2,56E-08;7,66E-08;5,13E-08;4,42E-08;4,42E-08;4,48E-08;1,344E-07;4,48E-08;4,48E-08;4,48E-08;4,49E-08;1,342E-07;4,47E-08;4,47E-08;4,52E-08;4,52E-08;0,000000132;4,78E-08;4,34E-08;4,26E-08;0,000000043;1,263E-07;8,97E-08;4,32E-08;4,32E-08;1,294E-07;7,82E-08;4,11E-08;5,76E-08;5,72E-08;1,768E-07;5,87E-08;5,82E-08;0,000000058;5,82E-08;1,757E-07;5,78E-08;5,77E-08;5,76E-08;5,72E-08;1,776E-07;5,91E-08;5,92E-08;5,92E-08;5,93E-08;1,768E-07;5,91E-08;0,000000059;5,93E-08;5,93E-08;1,779E-07;5,93E-08;5,94E-08;5,94E-08;5,93E-08;1,807E-07;6,01E-08;6,03E-08;6,04E-08;6,04E-08;1,814E-07;5,98E-08;5,98E-08;5,97E-08;5,98E-08;1,797E-07;1,205E-07;3,52E-08;3,52E-08;3,52E-08;1,073E-07;3,59E-08;3,58E-08;3,59E-08;3,58E-08;1,104E-07;3,68E-08;3,61E-08;3,62E-08;7,6302E-06;;
XS1038646078;CPON;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
XS2099993235;VMOB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0,000000029;8,77E-08;2,95E-08;2,99E-08;3,03E-08;3,04E-08;9,31E-08;3,11E-08;3,11E-08;3,13E-08;3,15E-08;9,31E-08;3,13E-08;2,95E-08;2,98E-08;1,489E-07;2,98E-08;4,95E-08;4,97E-08;1,497E-07;4,99E-08;5,01E-08;5,06E-08;5,07E-08;1,514E-07;5,06E-08;5,13E-08;5,14E-08;2,076E-07;0,000000052;0,000000052;5,21E-08;2,089E-07;5,23E-08;5,25E-08;5,27E-08;0,000000053;1,593E-07;5,33E-08;5,35E-08;1,074E-07;1,621E-07;5,42E-08;5,47E-08;0,000000055;5,52E-08;2,215E-07;5,56E-08;5,57E-08;5,61E-08;1,655E-07;5,53E-08;5,55E-08;5,63E-08;5,55E-08;1,666E-07;5,57E-08;5,57E-08;5,57E-08;5,63E-08;1,689E-07;5,63E-08;5,63E-08;5,63E-08;5,63E-08;1,687E-07;5,62E-08;5,62E-08;5,68E-08;5,67E-08;1,662E-07;5,95E-08;5,46E-08;5,37E-08;5,42E-08;1,583E-07;1,1E-09;2,62E-08;2,63E-08;7,86E-08;2,51E-08;0,000000025;2,42E-08;2,41E-08;7,42E-08;2,46E-08;2,44E-08;2,44E-08;2,44E-08;7,37E-08;2,42E-08;2,42E-08;2,42E-08;0,000000024;7,45E-08;2,48E-08;2,48E-08;2,48E-08;2,48E-08;0,000000074;2,47E-08;2,46E-08;2,47E-08;2,47E-08;7,42E-08;2,47E-08;2,48E-08;2,48E-08;2,47E-08;7,53E-08;2,51E-08;2,51E-08;2,52E-08;2,52E-08;7,55E-08;2,48E-08;2,49E-08;2,49E-08;2,49E-08;7,49E-08;2,51E-08;2,52E-08;2,51E-08;2,52E-08;7,68E-08;2,56E-08;2,56E-08;2,56E-08;2,56E-08;0,000000079;2,63E-08;2,59E-08;2,59E-08;7,5674E-06;;
XS1442084122;VMOB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;4,2E-09;1,679E-07;1,982E-07;5,843E-07;1,634E-07;0,00000017;2,139E-07;2,407E-07;5,992E-07;0,000000209;2,176E-07;2,321E-07;1,735E-07;5,848E-07;0,000000171;1,805E-07;2,152E-07;2,304E-07;5,745E-07;2,132E-07;2,781E-07;2,781E-07;2,646E-07;6,336E-07;2,674E-07;1,665E-07;0,000000107;7,3389E-06;;
XS1043535092;CPON;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
XS1843449981;VMOB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0,000000022;2,21E-08;2,21E-08;6,55E-08;2,21E-08;0,000000083;2,09E-08;2,623E-07;5,24E-08;5,29E-08;5,33E-08;1,603E-07;5,34E-08;5,36E-08;5,42E-08;5,45E-08;1,626E-07;5,44E-08;5,49E-08;5,51E-08;2,227E-07;5,58E-08;5,59E-08;0,000000056;2,243E-07;5,62E-08;5,63E-08;5,66E-08;5,68E-08;0,000000171;5,72E-08;5,73E-08;1,151E-07;1,737E-07;0,000000058;5,86E-08;0,000000059;5,92E-08;2,372E-07;5,94E-08;5,96E-08;6,01E-08;0,000000177;5,91E-08;5,92E-08;0,00000006;5,93E-08;1,779E-07;5,95E-08;5,95E-08;5,95E-08;6,03E-08;1,808E-07;6,02E-08;6,03E-08;6,03E-08;6,03E-08;1,806E-07;6,01E-08;6,02E-08;6,09E-08;6,08E-08;1,839E-07;5,82E-08;5,85E-08;5,75E-08;5,79E-08;1,748E-07;1,164E-07;5,82E-08;5,82E-08;1,742E-07;5,58E-08;5,53E-08;5,36E-08;5,33E-08;1,645E-07;5,46E-08;5,41E-08;5,39E-08;5,41E-08;1,633E-07;5,37E-08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6,9374E-06;;
XS1048568452;CPON;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
XS1014997073;VMOB;0;5,041E-07;1,5128E-06;5,034E-07;5,033E-07;5,028E-07;0,000000502;1,5067E-06;5,021E-07;0,000000502;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6,5392E-06;;
XS0270347304;VMOB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;-1E-10;0;5,904E-07;0,00000059;1,8186E-06;0,000001246;5,945E-07;1,2207E-06;6,0601E-06;;
XS1051003538;CPON;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
XS2093769383;VMOB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;2,38E-08;7,19E-08;2,39E-08;2,41E-08;2,46E-08;2,47E-08;7,54E-08;2,51E-08;2,57E-08;2,58E-08;2,59E-08;7,67E-08;2,58E-08;2,43E-08;2,41E-08;1,229E-07;2,46E-08;2,48E-08;2,49E-08;7,51E-08;0,000000025;2,51E-08;2,54E-08;2,55E-08;7,61E-08;2,51E-08;2,54E-08;2,54E-08;1,027E-07;2,57E-08;2,58E-08;2,58E-08;1,036E-07;0,000000026;0,000000026;2,61E-08;2,62E-08;7,87E-08;2,64E-08;2,64E-08;0,000000053;7,99E-08;2,68E-08;2,71E-08;2,73E-08;2,73E-08;1,092E-07;2,76E-08;2,76E-08;2,77E-08;8,19E-08;2,73E-08;2,74E-08;2,77E-08;2,74E-08;0,000000082;2,75E-08;2,75E-08;2,75E-08;3,97E-08;1,191E-07;3,97E-08;3,97E-08;3,99E-08;3,99E-08;1,195E-07;3,97E-08;3,96E-08;4,01E-08;0,00000004;1,212E-07;3,84E-08;3,86E-08;3,79E-08;3,82E-08;1,153E-07;7,68E-08;3,84E-08;3,84E-08;1,151E-07;3,69E-08;3,67E-08;3,55E-08;3,53E-08;0,000000109;3,61E-08;3,58E-08;3,57E-08;3,58E-08;1,082E-07;3,55E-08;3,56E-08;3,54E-08;3,52E-08;1,093E-07;3,64E-08;3,65E-08;3,63E-08;3,65E-08;1,086E-07;3,62E-08;3,61E-08;3,63E-08;3,63E-08;1,089E-07;3,63E-08;3,63E-08;3,64E-08;3,63E-08;1,107E-07;3,69E-08;3,69E-08;0,000000037;3,69E-08;0,000000111;3,66E-08;3,65E-08;3,66E-08;3,66E-08;1,099E-07;3,69E-08;0,000000037;0,000000037;3,69E-08;5,28E-08;1,77E-08;1,76E-08;1,77E-08;1,76E-08;5,44E-08;;0;0;0,000005972;;
XS1086785182;CPON;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
XS1619284372;VMOB;0;3,64E-08;0,000000109;3,64E-08;3,63E-08;3,64E-08;3,63E-08;1,087E-07;3,63E-08;3,61E-08;3,62E-08;3,58E-08;1,069E-07;3,55E-08;3,53E-08;3,54E-08;3,54E-08;1,066E-07;3,55E-08;3,49E-08;3,51E-08;0,000000035;1,061E-07;0,000000035;3,55E-08;3,59E-08;3,57E-08;1,074E-07;3,56E-08;3,57E-08;3,56E-08;3,58E-08;1,071E-07;3,57E-08;3,57E-08;3,56E-08;3,58E-08;1,045E-07;3,44E-08;3,37E-08;3,34E-08;3,36E-08;9,91E-08;3,31E-08;3,37E-08;0,000000033;3,35E-08;1,021E-07;3,43E-08;3,44E-08;3,43E-08;3,47E-08;1,088E-07;3,64E-08;3,68E-08;0,000000037;0,000000037;1,118E-07;3,77E-08;3,81E-08;3,86E-08;3,88E-08;1,191E-07;3,98E-08;3,99E-08;4,01E-08;4,03E-08;1,193E-07;4,02E-08;3,78E-08;3,82E-08;0,000000222;3,82E-08;4,38E-08;0,000000044;1,325E-07;4,42E-08;4,43E-08;4,48E-08;0,000000045;1,344E-07;4,49E-08;4,54E-08;4,55E-08;1,839E-07;4,61E-08;4,61E-08;4,62E-08;1,852E-07;4,64E-08;4,65E-08;4,67E-08;4,69E-08;1,411E-07;4,72E-08;4,73E-08;0,000000095;1,425E-07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,6313E-06;;
XS1098377507;CPON;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
FR0013241379;VMOB;0;6,9E-09;2,06E-08;6,9E-09;6,8E-09;6,8E-09;1,65E-08;4,93E-08;1,65E-08;1,64E-08;1,64E-08;1,62E-08;4,85E-08;1,61E-08;0,000000016;1,61E-08;1,61E-08;4,84E-08;1,61E-08;1,58E-08;1,59E-08;1,59E-08;4,82E-08;1,59E-08;1,61E-08;1,63E-08;1,62E-08;4,88E-08;1,61E-08;1,62E-08;1,61E-08;1,63E-08;4,86E-08;1,62E-08;1,62E-08;1,61E-08;1,62E-08;4,75E-08;1,56E-08;1,56E-08;1,55E-08;1,56E-08;4,59E-08;1,54E-08;1,56E-08;1,52E-08;1,56E-08;4,73E-08;1,59E-08;1,59E-08;0,000000016;1,61E-08;5,04E-08;1,69E-08;0,000000017;1,72E-08;1,71E-08;5,19E-08;1,75E-08;1,76E-08;0,000000018;1,79E-08;5,52E-08;1,85E-08;1,84E-08;1,86E-08;1,86E-08;5,52E-08;1,85E-08;1,75E-08;1,76E-08;1,796E-07;3,59E-08;3,63E-08;3,64E-08;1,097E-07;3,66E-08;3,67E-08;3,71E-08;3,73E-08;1,113E-07;3,73E-08;3,75E-08;3,77E-08;1,524E-07;3,82E-08;3,82E-08;3,83E-08;1,534E-07;3,85E-08;3,86E-08;3,87E-08;3,89E-08;0,000000117;3,92E-08;3,92E-08;7,88E-08;1,189E-07;3,96E-08;4,02E-08;4,04E-08;4,04E-08;1,622E-07;4,07E-08;4,07E-08;4,11E-08;0,000000121;4,04E-08;4,04E-08;4,11E-08;4,06E-08;1,215E-07;4,06E-08;4,07E-08;4,07E-08;4,11E-08;1,235E-07;4,12E-08;4,13E-08;4,11E-08;4,13E-08;1,234E-07;4,12E-08;4,11E-08;4,16E-08;4,16E-08;1,256E-07;3,97E-08;0,00000004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,0857E-06;;
XS0324964666;VMOB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1,607E-07;7,93E-08;7,91E-08;7,88E-08;7,83E-08;0,000000244;8,16E-08;0,000000082;8,18E-08;0,000000082;0,000000245;8,18E-08;8,16E-08;0,000000082;8,22E-08;2,466E-07;8,23E-08;8,26E-08;8,27E-08;8,26E-08;2,518E-07;0;0,000000084;8,42E-08;8,43E-08;2,529E-07;8,33E-08;8,33E-08;8,31E-08;0,000000083;2,495E-07;8,37E-08;8,39E-08;8,39E-08;8,39E-08;2,562E-07;8,55E-08;8,55E-08;8,55E-08;8,55E-08;2,636E-07;8,79E-08;8,63E-08;8,65E-08;4,9943E-06;;
XS1190663952;CPON;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
IT0005070401;VMOB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1,105E-07;0,000000055;5,43E-08;5,42E-08;5,44E-08;1,097E-07;5,41E-08;7,32E-08;0,000000054;6,29E-08;1,957E-07;6,52E-08;6,52E-08;6,51E-08;6,52E-08;1,944E-07;6,48E-08;6,47E-08;0,000000065;0,000000065;1,951E-07;0,000000065;6,52E-08;8,13E-08;6,52E-08;2,232E-07;0;7,46E-08;7,49E-08;7,46E-08;2,246E-07;0,000000074;0,000000074;7,41E-08;0,000000074;2,224E-07;7,47E-08;7,48E-08;7,48E-08;7,48E-08;2,272E-07;7,13E-08;7,11E-08;7,11E-08;7,09E-08;2,193E-07;0,000000073;7,21E-08;7,22E-08;4,5021E-06;;
XS1558013014;VMOB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1,0644E-06;-9,715E-07;1,25E-08;1,23E-08;1,23E-08;6,49E-08;-2,9E-09;1,24E-08;1,24E-08;3,72E-08;1,19E-08;1,18E-08;1,14E-08;1,14E-08;3,51E-08;0;1,15E-08;1,15E-08;1,15E-08;3,48E-08;1,15E-08;6,87E-08;1,14E-08;3,97E-08;1,232E-07;4,11E-08;4,11E-08;0,000000041;4,11E-08;1,225E-07;4,09E-08;9,91E-08;0,000000041;7,02E-08;2,106E-07;7,02E-08;7,03E-08;7,03E-08;7,02E-08;0,000000214;7,13E-08;7,14E-08;7,15E-08;7,15E-08;2,145E-07;7,08E-08;7,08E-08;7,08E-08;7,08E-08;2,126E-07;7,13E-08;7,15E-08;7,15E-08;7,15E-08;0,000000218;7,28E-08;7,28E-08;7,27E-08;7,27E-08;2,242E-07;7,47E-08;7,34E-08;7,35E-08;4,1396E-06;;
XS1205716720;CPON;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
